activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,19449427,[],CHEMBL4433401,Inhibition of human erythrocyte acetylcholinesterase using acetylthiocholine iodide as substrate pre-incubated for 10 mins followed by substrate addition and measured for 6 mins by Ellman's method,B,,,BAO_0000190,BAO_0000357,single protein format,Clc1ccc(/C=N/C2CCN(Cc3ccccc3)CC2)c(Cl)c1,,,CHEMBL4433202,Eur J Med Chem,2019.0,"{'bei': '16.95', 'le': '0.35', 'lle': '0.81', 'sei': '37.73'}",CHEMBL4568264,,CHEMBL4568264,5.89,0,http://www.openphacts.org/units/Nanomolar,3249590,=,1,1,=,,IC50,nM,,1300.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,1.3
,19449428,[],CHEMBL4433401,Inhibition of human erythrocyte acetylcholinesterase using acetylthiocholine iodide as substrate pre-incubated for 10 mins followed by substrate addition and measured for 6 mins by Ellman's method,B,,,BAO_0000190,BAO_0000357,single protein format,Clc1ccc(/C=N/C2CCN(Cc3ccccc3)CC2)cc1,,,CHEMBL4433202,Eur J Med Chem,2019.0,"{'bei': '18.62', 'le': '0.36', 'lle': '1.40', 'sei': '37.33'}",CHEMBL4526950,,CHEMBL4526950,5.82,0,http://www.openphacts.org/units/Nanomolar,3249589,=,1,1,=,,IC50,nM,,1500.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,1.5
,19449429,[],CHEMBL4433401,Inhibition of human erythrocyte acetylcholinesterase using acetylthiocholine iodide as substrate pre-incubated for 10 mins followed by substrate addition and measured for 6 mins by Ellman's method,B,,,BAO_0000190,BAO_0000357,single protein format,FC(F)(F)Oc1ccc(/C=N/C2CCN(Cc3ccccc3)CC2)cc1,,,CHEMBL4433202,Eur J Med Chem,2019.0,"{'bei': '16.56', 'le': '0.32', 'lle': '1.33', 'sei': '24.16'}",CHEMBL4449445,,CHEMBL4449445,6.00,0,http://www.openphacts.org/units/Nanomolar,3249588,=,1,1,=,,IC50,nM,,1000.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,1.0
,19449430,[],CHEMBL4433401,Inhibition of human erythrocyte acetylcholinesterase using acetylthiocholine iodide as substrate pre-incubated for 10 mins followed by substrate addition and measured for 6 mins by Ellman's method,B,,,BAO_0000190,BAO_0000357,single protein format,FC(F)(F)c1ccc(/C=N/C2CCN(Cc3ccccc3)CC2)cc1,,,CHEMBL4433202,Eur J Med Chem,2019.0,"{'bei': '18.35', 'le': '0.35', 'lle': '1.57', 'sei': '40.75'}",CHEMBL4575167,,CHEMBL4575167,6.36,0,http://www.openphacts.org/units/Nanomolar,3249587,=,1,1,=,,IC50,nM,,440.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,0.44
,19449431,[],CHEMBL4433401,Inhibition of human erythrocyte acetylcholinesterase using acetylthiocholine iodide as substrate pre-incubated for 10 mins followed by substrate addition and measured for 6 mins by Ellman's method,B,,,BAO_0000190,BAO_0000357,single protein format,O=[N+]([O-])c1ccc(/C=N/C2CCN(Cc3ccccc3)CC2)cc1,,,CHEMBL4433202,Eur J Med Chem,2019.0,"{'bei': '18.69', 'le': '0.34', 'lle': '2.37', 'sei': '10.29'}",CHEMBL4452092,,CHEMBL4452092,6.05,0,http://www.openphacts.org/units/Nanomolar,3249586,=,1,1,=,,IC50,nM,,900.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,0.9
,19449432,[],CHEMBL4433401,Inhibition of human erythrocyte acetylcholinesterase using acetylthiocholine iodide as substrate pre-incubated for 10 mins followed by substrate addition and measured for 6 mins by Ellman's method,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(/C=N/C2CCN(Cc3ccccc3)CC2)cc1,,,CHEMBL4433202,Eur J Med Chem,2019.0,"{'bei': '18.32', 'le': '0.33', 'lle': '1.28', 'sei': '34.34'}",CHEMBL4566555,,CHEMBL4566555,5.36,0,http://www.openphacts.org/units/Nanomolar,3249585,=,1,1,=,,IC50,nM,,4400.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,4.4
,19449433,[],CHEMBL4433401,Inhibition of human erythrocyte acetylcholinesterase using acetylthiocholine iodide as substrate pre-incubated for 10 mins followed by substrate addition and measured for 6 mins by Ellman's method,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(/C=N/C2CCN(Cc3ccccc3)CC2)c1,,,CHEMBL4433202,Eur J Med Chem,2019.0,,CHEMBL4566242,,CHEMBL4566242,,0,http://www.openphacts.org/units/Nanomolar,3249584,>,1,1,>,,IC50,nM,,15000.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,15.0
,19449434,[],CHEMBL4433401,Inhibition of human erythrocyte acetylcholinesterase using acetylthiocholine iodide as substrate pre-incubated for 10 mins followed by substrate addition and measured for 6 mins by Ellman's method,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1ccc(/C=N/C2CCN(Cc3ccccc3)CC2)c(O)c1,,,CHEMBL4433202,Eur J Med Chem,2019.0,"{'bei': '17.99', 'le': '0.33', 'lle': '2.41', 'sei': '9.96'}",CHEMBL4556855,,CHEMBL4556855,5.58,0,http://www.openphacts.org/units/Nanomolar,3249583,=,1,1,=,,IC50,nM,,2600.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,2.6
,19449435,[],CHEMBL4433401,Inhibition of human erythrocyte acetylcholinesterase using acetylthiocholine iodide as substrate pre-incubated for 10 mins followed by substrate addition and measured for 6 mins by Ellman's method,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1ccc(/C=N/C2CCN(Cc3ccccc3)CC2)cc1,,,CHEMBL4433202,Eur J Med Chem,2019.0,"{'bei': '18.07', 'le': '0.33', 'lle': '1.84', 'sei': '14.84'}",CHEMBL4454571,,CHEMBL4454571,5.32,0,http://www.openphacts.org/units/Nanomolar,3249582,=,1,1,=,,IC50,nM,,4800.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,4.8
,19449436,[],CHEMBL4433401,Inhibition of human erythrocyte acetylcholinesterase using acetylthiocholine iodide as substrate pre-incubated for 10 mins followed by substrate addition and measured for 6 mins by Ellman's method,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1ccccc1/C=N/C1CCN(Cc2ccccc2)CC1,,,CHEMBL4433202,Eur J Med Chem,2019.0,"{'bei': '18.86', 'le': '0.34', 'lle': '2.07', 'sei': '15.50'}",CHEMBL4467620,,CHEMBL4467620,5.55,0,http://www.openphacts.org/units/Nanomolar,3249581,=,1,1,=,,IC50,nM,,2800.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,2.8
,19449437,[],CHEMBL4433401,Inhibition of human erythrocyte acetylcholinesterase using acetylthiocholine iodide as substrate pre-incubated for 10 mins followed by substrate addition and measured for 6 mins by Ellman's method,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(/C=N/C2CCN(Cc3ccccc3)CC2)cc(OC)c1OC,,,CHEMBL4433202,Eur J Med Chem,2019.0,,CHEMBL4440283,,CHEMBL4440283,,0,http://www.openphacts.org/units/Nanomolar,3249580,>,1,1,>,,IC50,nM,,15000.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,15.0
,19449438,[],CHEMBL4433401,Inhibition of human erythrocyte acetylcholinesterase using acetylthiocholine iodide as substrate pre-incubated for 10 mins followed by substrate addition and measured for 6 mins by Ellman's method,B,,,BAO_0000190,BAO_0000357,single protein format,C(=N/C1CCN(Cc2ccccc2)CC1)\c1ccccc1,,,CHEMBL4433202,Eur J Med Chem,2019.0,"{'bei': '20.39', 'le': '0.37', 'lle': '1.91', 'sei': '36.40'}",CHEMBL4537808,,CHEMBL4537808,5.68,0,http://www.openphacts.org/units/Nanomolar,3249579,=,1,1,=,,IC50,nM,,2100.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,2.1
,19449439,[],CHEMBL4433401,Inhibition of human erythrocyte acetylcholinesterase using acetylthiocholine iodide as substrate pre-incubated for 10 mins followed by substrate addition and measured for 6 mins by Ellman's method,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc(/C=N/C2CCN(Cc3ccccc3)CC2)c1OC,,,CHEMBL4433202,Eur J Med Chem,2019.0,,CHEMBL4444849,,CHEMBL4444849,,0,http://www.openphacts.org/units/Nanomolar,3249578,>,1,1,>,,IC50,nM,,15000.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,15.0
Active,19449448,[],CHEMBL4433403,Non-competitive inhibition of human erythrocyte AChE using acetylthiocholine iodide as substrate preincubated for 10 mins followed by substrate addition and measured for 6 mins by Lineweaver-Burk plot analysis,B,,,BAO_0000376,BAO_0000357,single protein format,FC(F)(F)c1ccc(CNC2CCN(Cc3ccccc3)CC2)cc1,,,CHEMBL4433202,Eur J Med Chem,2019.0,,CHEMBL4583534,,CHEMBL4583534,,0,,3249602,,1,0,,,Inhibition,%,,,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,INH,,,,
,19449449,[],CHEMBL4433404,Non-competitive inhibition of human erythrocyte AChE using acetylthiocholine iodide as substrate preincubated for 10 mins followed by substrate addition and measured for 6 mins by Dixon plot analysis,B,,,BAO_0000192,BAO_0000357,single protein format,FC(F)(F)c1ccc(CNC2CCN(Cc3ccccc3)CC2)cc1,,,CHEMBL4433202,Eur J Med Chem,2019.0,"{'bei': '20.09', 'le': '0.38', 'lle': '2.54', 'sei': '45.84'}",CHEMBL4583534,,CHEMBL4583534,7.00,0,http://www.openphacts.org/units/Nanomolar,3249602,=,1,1,=,,Ki,nM,,100.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,Ki,uM,UO_0000065,,0.1
,19449507,[],CHEMBL4433408,Displacement of Propidium iodide from PAS region of AChE (unknown origin) at 10 uM incubated for 6 hrs by fluorescence assay relative to control,B,,,BAO_0000201,BAO_0000357,single protein format,O=[N+]([O-])c1ccc(/C=N/C2CCN(Cc3ccccc3)CC2)cc1,,,CHEMBL4433202,Eur J Med Chem,2019.0,,CHEMBL4452092,,CHEMBL4452092,,0,http://qudt.org/vocab/unit#Percent,3249586,=,1,1,=,,Inhibition,%,,15.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,INH,%,UO_0000187,,15.0
,19449508,[],CHEMBL4433408,Displacement of Propidium iodide from PAS region of AChE (unknown origin) at 10 uM incubated for 6 hrs by fluorescence assay relative to control,B,,,BAO_0000201,BAO_0000357,single protein format,FC(F)(F)c1ccc(/C=N/C2CCN(Cc3ccccc3)CC2)cc1,,,CHEMBL4433202,Eur J Med Chem,2019.0,,CHEMBL4575167,,CHEMBL4575167,,0,http://qudt.org/vocab/unit#Percent,3249587,=,1,1,=,,Inhibition,%,,12.4,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,INH,%,UO_0000187,,12.4
,19449509,[],CHEMBL4433408,Displacement of Propidium iodide from PAS region of AChE (unknown origin) at 10 uM incubated for 6 hrs by fluorescence assay relative to control,B,,,BAO_0000201,BAO_0000357,single protein format,O=[N+]([O-])c1ccc(CNC2CCN(Cc3ccccc3)CC2)cc1,,,CHEMBL4433202,Eur J Med Chem,2019.0,,CHEMBL4442580,,CHEMBL4442580,,0,http://qudt.org/vocab/unit#Percent,3249601,=,1,1,=,,Inhibition,%,,23.6,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,INH,%,UO_0000187,,23.6
,19449510,[],CHEMBL4433408,Displacement of Propidium iodide from PAS region of AChE (unknown origin) at 10 uM incubated for 6 hrs by fluorescence assay relative to control,B,,,BAO_0000201,BAO_0000357,single protein format,FC(F)(F)c1ccc(CNC2CCN(Cc3ccccc3)CC2)cc1,,,CHEMBL4433202,Eur J Med Chem,2019.0,,CHEMBL4583534,,CHEMBL4583534,,0,http://qudt.org/vocab/unit#Percent,3249602,=,1,1,=,,Inhibition,%,,27.2,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,INH,%,UO_0000187,,27.2
,19449511,[],CHEMBL4433408,Displacement of Propidium iodide from PAS region of AChE (unknown origin) at 10 uM incubated for 6 hrs by fluorescence assay relative to control,B,,,BAO_0000201,BAO_0000357,single protein format,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,,,CHEMBL4433202,Eur J Med Chem,2019.0,,CHEMBL502,DONEPEZIL,CHEMBL502,,0,http://qudt.org/vocab/unit#Percent,3249608,=,1,1,=,,Inhibition,%,,22.6,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,INH,%,UO_0000187,,22.6
,19449512,[],CHEMBL4433409,Displacement of Propidium iodide from PAS region of AChE (unknown origin) at 50 uM incubated for 6 hrs by fluorescence assay relative to control,B,,,BAO_0000201,BAO_0000357,single protein format,O=[N+]([O-])c1ccc(/C=N/C2CCN(Cc3ccccc3)CC2)cc1,,,CHEMBL4433202,Eur J Med Chem,2019.0,,CHEMBL4452092,,CHEMBL4452092,,0,http://qudt.org/vocab/unit#Percent,3249586,=,1,1,=,,Inhibition,%,,20.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,INH,%,UO_0000187,,20.0
,19449513,[],CHEMBL4433409,Displacement of Propidium iodide from PAS region of AChE (unknown origin) at 50 uM incubated for 6 hrs by fluorescence assay relative to control,B,,,BAO_0000201,BAO_0000357,single protein format,FC(F)(F)c1ccc(/C=N/C2CCN(Cc3ccccc3)CC2)cc1,,,CHEMBL4433202,Eur J Med Chem,2019.0,,CHEMBL4575167,,CHEMBL4575167,,0,http://qudt.org/vocab/unit#Percent,3249587,=,1,1,=,,Inhibition,%,,19.3,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,INH,%,UO_0000187,,19.3
,19449514,[],CHEMBL4433409,Displacement of Propidium iodide from PAS region of AChE (unknown origin) at 50 uM incubated for 6 hrs by fluorescence assay relative to control,B,,,BAO_0000201,BAO_0000357,single protein format,O=[N+]([O-])c1ccc(CNC2CCN(Cc3ccccc3)CC2)cc1,,,CHEMBL4433202,Eur J Med Chem,2019.0,,CHEMBL4442580,,CHEMBL4442580,,0,http://qudt.org/vocab/unit#Percent,3249601,=,1,1,=,,Inhibition,%,,33.8,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,INH,%,UO_0000187,,33.8
,19449515,[],CHEMBL4433409,Displacement of Propidium iodide from PAS region of AChE (unknown origin) at 50 uM incubated for 6 hrs by fluorescence assay relative to control,B,,,BAO_0000201,BAO_0000357,single protein format,FC(F)(F)c1ccc(CNC2CCN(Cc3ccccc3)CC2)cc1,,,CHEMBL4433202,Eur J Med Chem,2019.0,,CHEMBL4583534,,CHEMBL4583534,,0,http://qudt.org/vocab/unit#Percent,3249602,=,1,1,=,,Inhibition,%,,37.6,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,INH,%,UO_0000187,,37.6
,19449516,[],CHEMBL4433409,Displacement of Propidium iodide from PAS region of AChE (unknown origin) at 50 uM incubated for 6 hrs by fluorescence assay relative to control,B,,,BAO_0000201,BAO_0000357,single protein format,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,,,CHEMBL4433202,Eur J Med Chem,2019.0,,CHEMBL502,DONEPEZIL,CHEMBL502,,0,http://qudt.org/vocab/unit#Percent,3249608,=,1,1,=,,Inhibition,%,,33.6,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,INH,%,UO_0000187,,33.6
,19468414,[],CHEMBL4478126,Inhibition of human erythrocyte AChE using ATCI as substrate preincubated for 30 mins followed by substrate addition measured after 30 mins by Ellman assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,,,CHEMBL4477206,J Med Chem,2016.0,"{'bei': '21.08', 'le': '0.39', 'lle': '3.64', 'sei': '20.63'}",CHEMBL502,DONEPEZIL,CHEMBL502,8.00,1,http://www.openphacts.org/units/Nanomolar,3255481,=,1,1,=,,IC50,nM,,10.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,0.01
,19468415,[],CHEMBL4478126,Inhibition of human erythrocyte AChE using ATCI as substrate preincubated for 30 mins followed by substrate addition measured after 30 mins by Ellman assay,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1c2c(nc3ccccc13)CCCC2,,,CHEMBL4477206,J Med Chem,2016.0,"{'bei': '36.82', 'le': '0.66', 'lle': '4.60', 'sei': '18.76'}",CHEMBL95,TACRINE,CHEMBL95,7.30,0,http://www.openphacts.org/units/Nanomolar,3255480,=,1,1,=,,IC50,nM,,50.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,0.05
,19468416,[],CHEMBL4478126,Inhibition of human erythrocyte AChE using ATCI as substrate preincubated for 30 mins followed by substrate addition measured after 30 mins by Ellman assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2nc(NC3CCN(Cc4ccc(C(F)(F)F)cc4)CC3)sc2-c2ccc(OC)cc2)cc1,,,CHEMBL4477206,J Med Chem,2016.0,"{'bei': '11.06', 'le': '0.21', 'lle': '-1.47', 'sei': '13.14'}",CHEMBL4544950,,CHEMBL4544950,6.12,0,http://www.openphacts.org/units/Nanomolar,3255479,=,1,1,=,,IC50,nM,,750.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,0.75
,19468417,[],CHEMBL4478126,Inhibition of human erythrocyte AChE using ATCI as substrate preincubated for 30 mins followed by substrate addition measured after 30 mins by Ellman assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(CN2CCC(Nc3nc(-c4ccc(OC)cc4)c(-c4ccc(OC)cc4)s3)CC2)cc1,,,CHEMBL4477206,J Med Chem,2016.0,"{'bei': '11.86', 'le': '0.23', 'lle': '-0.47', 'sei': '10.95'}",CHEMBL4562938,,CHEMBL4562938,6.11,0,http://www.openphacts.org/units/Nanomolar,3255478,=,1,1,=,,IC50,nM,,770.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,0.77
,19468418,[],CHEMBL4478126,Inhibition of human erythrocyte AChE using ATCI as substrate preincubated for 30 mins followed by substrate addition measured after 30 mins by Ellman assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2nc(NC3CCN(Cc4ccc(C)cc4)CC3)sc2-c2ccc(OC)cc2)cc1,,,CHEMBL4477206,J Med Chem,2016.0,"{'bei': '12.17', 'le': '0.23', 'lle': '-0.80', 'sei': '13.04'}",CHEMBL4555730,,CHEMBL4555730,6.08,0,http://www.openphacts.org/units/Nanomolar,3255477,=,1,1,=,,IC50,nM,,830.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,0.83
,19468419,[],CHEMBL4478126,Inhibition of human erythrocyte AChE using ATCI as substrate preincubated for 30 mins followed by substrate addition measured after 30 mins by Ellman assay,B,,,BAO_0000190,BAO_0000357,single protein format,Fc1ccc(CN2CCC(Nc3nc(-c4ccc(Cl)cc4)c(-c4ccc(Cl)cc4)s3)CC2)c(Cl)c1,,,CHEMBL4477206,J Med Chem,2016.0,"{'bei': '11.76', 'le': '0.25', 'lle': '-2.22', 'sei': '22.84'}",CHEMBL4516508,,CHEMBL4516508,6.43,0,http://www.openphacts.org/units/Nanomolar,3255476,=,1,1,=,,IC50,nM,,370.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,0.37
,19468420,[],CHEMBL4478126,Inhibition of human erythrocyte AChE using ATCI as substrate preincubated for 30 mins followed by substrate addition measured after 30 mins by Ellman assay,B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1ccc(CN2CCC(Nc3nc(-c4ccc(Cl)cc4)c(-c4ccc(Cl)cc4)s3)CC2)cc1,,,CHEMBL4477206,J Med Chem,2016.0,"{'bei': '11.53', 'le': '0.23', 'lle': '-1.74', 'sei': '11.53'}",CHEMBL4593917,,CHEMBL4593917,5.99,0,http://www.openphacts.org/units/Nanomolar,3255475,=,1,1,=,,IC50,nM,,1020.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,1.02
,19468421,[],CHEMBL4478126,Inhibition of human erythrocyte AChE using ATCI as substrate preincubated for 30 mins followed by substrate addition measured after 30 mins by Ellman assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(CN2CCC(Nc3nc(-c4ccc(Cl)cc4)c(-c4ccc(Cl)cc4)s3)CC2)cc1,,,CHEMBL4477206,J Med Chem,2016.0,"{'bei': '11.35', 'le': '0.23', 'lle': '-1.92', 'sei': '15.92'}",CHEMBL4551316,,CHEMBL4551316,5.95,0,http://www.openphacts.org/units/Nanomolar,3255474,=,1,1,=,,IC50,nM,,1120.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,1.12
,19468422,[],CHEMBL4478126,Inhibition of human erythrocyte AChE using ATCI as substrate preincubated for 30 mins followed by substrate addition measured after 30 mins by Ellman assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(CN2CCC(Nc3nc(-c4ccc(Cl)cc4)c(-c4ccc(Cl)cc4)s3)CC2)cc1,,,CHEMBL4477206,J Med Chem,2016.0,"{'bei': '10.81', 'le': '0.22', 'lle': '-2.67', 'sei': '19.52'}",CHEMBL4588487,,CHEMBL4588487,5.50,0,http://www.openphacts.org/units/Nanomolar,3255473,=,1,1,=,,IC50,nM,,3190.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,3.19
,19468423,[],CHEMBL4478126,Inhibition of human erythrocyte AChE using ATCI as substrate preincubated for 30 mins followed by substrate addition measured after 30 mins by Ellman assay,B,,,BAO_0000190,BAO_0000357,single protein format,Clc1ccc(-c2nc(NC3CCN(Cc4ccccc4)CC3)sc2-c2ccc(Cl)cc2)cc1,,,CHEMBL4477206,J Med Chem,2016.0,"{'bei': '11.85', 'le': '0.24', 'lle': '-2.00', 'sei': '20.81'}",CHEMBL4575730,,CHEMBL4575730,5.86,0,http://www.openphacts.org/units/Nanomolar,3255472,=,1,1,=,,IC50,nM,,1380.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,1.38
,19468424,[],CHEMBL4478126,Inhibition of human erythrocyte AChE using ATCI as substrate preincubated for 30 mins followed by substrate addition measured after 30 mins by Ellman assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(CN2CCC(Nc3nc(-c4ccc(C)cc4)c(-c4ccc(C)cc4)s3)CC2)cc1,,,CHEMBL4477206,J Med Chem,2016.0,"{'bei': '12.75', 'le': '0.24', 'lle': '-1.52', 'sei': '21.17'}",CHEMBL4540644,,CHEMBL4540644,5.96,0,http://www.openphacts.org/units/Nanomolar,3255471,=,1,1,=,,IC50,nM,,1090.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,1.09
,19468425,[],CHEMBL4478126,Inhibition of human erythrocyte AChE using ATCI as substrate preincubated for 30 mins followed by substrate addition measured after 30 mins by Ellman assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(-c2nc(NC3CCN(Cc4ccccc4)CC3)sc2-c2ccc(C)cc2)cc1,,,CHEMBL4477206,J Med Chem,2016.0,"{'bei': '12.99', 'le': '0.24', 'lle': '-1.28', 'sei': '20.93'}",CHEMBL4519072,,CHEMBL4519072,5.89,0,http://www.openphacts.org/units/Nanomolar,3255470,=,1,1,=,,IC50,nM,,1280.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,1.28
,19468426,[],CHEMBL4478126,Inhibition of human erythrocyte AChE using ATCI as substrate preincubated for 30 mins followed by substrate addition measured after 30 mins by Ellman assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2nc(NCC3CCN(Cc4c(F)cccc4Cl)CC3)sc2-c2ccc(OC)cc2)cc1,,,CHEMBL4477206,J Med Chem,2016.0,"{'bei': '11.67', 'le': '0.23', 'lle': '-1.17', 'sei': '13.82'}",CHEMBL4559797,,CHEMBL4559797,6.44,0,http://www.openphacts.org/units/Nanomolar,3255469,=,1,1,=,,IC50,nM,,360.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,0.36
,19468427,[],CHEMBL4478126,Inhibition of human erythrocyte AChE using ATCI as substrate preincubated for 30 mins followed by substrate addition measured after 30 mins by Ellman assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2nc(NCC3CCN(Cc4ccccc4C(F)(F)F)CC3)sc2-c2ccc(OC)cc2)cc1,,,CHEMBL4477206,J Med Chem,2016.0,"{'bei': '10.85', 'le': '0.21', 'lle': '-1.68', 'sei': '13.22'}",CHEMBL4527770,,CHEMBL4527770,6.16,0,http://www.openphacts.org/units/Nanomolar,3255468,=,1,1,=,,IC50,nM,,690.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,0.69
,19468428,[],CHEMBL4478126,Inhibition of human erythrocyte AChE using ATCI as substrate preincubated for 30 mins followed by substrate addition measured after 30 mins by Ellman assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2nc(NCC3CCN(Cc4ccccc4C)CC3)sc2-c2ccc(OC)cc2)cc1,,,CHEMBL4477206,J Med Chem,2016.0,"{'bei': '12.13', 'le': '0.23', 'lle': '-0.90', 'sei': '13.36'}",CHEMBL4566786,,CHEMBL4566786,6.23,0,http://www.openphacts.org/units/Nanomolar,3255467,=,1,1,=,,IC50,nM,,590.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,0.59
,19468429,[],CHEMBL4478126,Inhibition of human erythrocyte AChE using ATCI as substrate preincubated for 30 mins followed by substrate addition measured after 30 mins by Ellman assay,B,,,BAO_0000190,BAO_0000357,single protein format,Fc1ccc(CN2CCC(CNc3nc(-c4ccc(Cl)cc4)c(-c4ccc(Cl)cc4)s3)CC2)c(C(F)(F)F)c1,,,CHEMBL4477206,J Med Chem,2016.0,"{'bei': '9.94', 'le': '0.21', 'lle': '-3.36', 'sei': '20.98'}",CHEMBL4533530,,CHEMBL4533530,5.91,0,http://www.openphacts.org/units/Nanomolar,3255466,=,1,1,=,,IC50,nM,,1240.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,1.24
